ID,Sentence
549,a smell like an eatinghouse and a pastrycooks next door to each other with a laundresss next door to that that was the pudding in half a minute mrs cratchit enteredflushed but smiling proudlywith the pudding like a speckled cannonball so hard and firm blazing in half of halfaquartern of ignited brandy and bedight with christmas holly stuck into the top
550,oh a wonderful pudding bob cratchit said and calmly too that he regarded it as the greatest success achieved by mrs cratchit since their marriage
551,mrs cratchit said that now the weight was off her mind she would confess she had had her doubts about the quantity of flour
552,everybody had something to say about it but nobody said or thought it was at all a small pudding for a large family
553,it would have been flat heresy to do so
554,any cratchit would have blushed to hint at such a thing
555,at last the dinner was all done the cloth was cleared the hearth swept and the fire made up
556,the compound in the jug being tasted and considered perfect apples and oranges were put upon the table and a shovelfull of chestnuts on the fire
557,then all the cratchit family drew round the hearth in what bob cratchit called a circle meaning half a one and at bob cratchits elbow stood the family display of glass
558,two tumblers and a custardcup without a handle
559,these held the hot stuff from the jug however as well as golden goblets would have done and bob served it out with beaming looks while the chestnuts on the fire sputtered and cracked noisily
560,then bob proposed a merry christmas to us all my dears
561,god bless us which all the family reechoed
562,god bless us every one said tiny tim the last of all
563,he sat very close to his fathers side upon his little stool
564,bob held his withered little hand in his as if he loved the child and wished to keep him by his side and dreaded that he might be taken from him
565,spirit said scrooge with an interest he had never felt before tell me if tiny tim will live i see a vacant seat replied the ghost in the poor chimneycorner and a crutch without an owner carefully preserved
566,if these shadows remain unaltered by the future the child will die no no said scrooge oh no kind spirit say he will be spared if these shadows remain unaltered by the future none other of my race returned the ghost will find him here
567,what then if he be like to die he had better do it and decrease the surplus population scrooge hung his head to hear his own words quoted by the spirit and was overcome with penitence and grief
568,man said the ghost if man you be in heart not adamant forbear that wicked cant until you have discovered what the surplus is and where it is
569,will you decide what men shall live what men shall die it may be that in the sight of heaven you are more worthless and less fit to live than millions like this poor mans child
570,oh god to hear the insect on the leaf pronouncing on the too much life among his hungry brothers in the dust scrooge bent before the ghosts rebuke and trembling cast his eyes upon the ground
571,but he raised them speedily on hearing his own name
572,mr
573,scrooge said bob ill give you mr scrooge the founder of the feast the founder of the feast indeed cried mrs cratchit reddening
574,i wish i had him here
575,id give him a piece of my mind to feast upon and i hope hed have a good appetite for it my dear said bob the children christmas day it should be christmas day i am sure said she on which one drinks the health of such an odious stingy hard unfeeling man as mr scrooge you know he is robert nobody knows it better than you do poor fellow my dear was bobs mild answer christmas day ill drink his health for your sake and the days said mrs cratchit not for his
576,long life to him a merry christmas and a happy new year hell be very merry and very happy i have no doubt the children drank the toast after her
577,it was the first of their proceedings which had no heartiness
578,tiny tim drank it last of all but he didnt care twopence for it
579,scrooge was the ogre of the family
580,the mention of his name cast a dark shadow on the party which was not dispelled for full five minutes
581,after it had passed away they were ten times merrier than before from the mere relief of scrooge the baleful being done with
582,bob cratchit told them how he had a situation in his eye for master peter which would bring in if obtained full fiveandsixpence weekly
583,the two young cratchits laughed tremendously at the idea of peters being a man of business and peter himself looked thoughtfully at the fire from between his collars as if he were deliberating what particular investments he should favour when he came into the receipt of that bewildering income
584,martha who was a poor apprentice at a milliners then told them what kind of work she had to do and how many hours she worked at a stretch and how she meant to lie abed tomorrow morning for a good long rest tomorrow being a holiday she passed at home
585,also how she had seen a countess and a lord some days before and how the lord was much about as tall as peter at which peter pulled up his collars so high that you couldnt have seen his head if you had been there
586,all this time the chestnuts and the jug went round and round and byandbye they had a song about a lost child travelling in the snow from tiny tim who had a plaintive little voice and sang it very well indeed
587,there was nothing of high mark in this
588,they were not a handsome family they were not well dressed their shoes were far from being waterproof their clothes were scanty and peter might have known and very likely did the inside of a pawnbrokers
589,but they were happy grateful pleased with one another and contented with the time and when they faded and looked happier yet in the bright sprinklings of the spirits torch at parting scrooge had his eye upon them and especially on tiny tim until the last
590,by this time it was getting dark and snowing pretty heavily and as scrooge and the spirit went along the streets the brightness of the roaring fires in kitchens parlours and all sorts of rooms was wonderful
591,here the flickering of the blaze showed preparations for a cosy dinner with hot plates baking through and through before the fire and deep red curtains ready to be drawn to shut out cold and darkness
592,there all the children of the house were running out into the snow to meet their married sisters brothers cousins uncles aunts and be the first to greet them
593,here again were shadows on the windowblind of guests assembling and there a group of handsome girls all hooded and furbooted and all chattering at once tripped lightly off to some near neighbours house where woe upon the single man who saw them enterartful witches well they knew itin a glow but if you had judged from the numbers of people on their way to friendly gatherings you might have thought that no one was at home to give them welcome when they got there instead of every house expecting company and piling up its fires halfchimney high
594,blessings on it how the ghost exulted how it bared its breadth of breast and opened its capacious palm and floated on outpouring with a generous hand its bright and harmless mirth on everything within its reach the very lamplighter who ran on before dotting the dusky street with specks of light and who was dressed to spend the evening somewhere laughed out loudly as the spirit passed though little kenned the lamplighter that he had any company but christmas and now without a word of warning from the ghost they stood upon a bleak and desert moor where monstrous masses of rude stone were cast about as though it were the burialplace of giants and water spread itself wheresoever it listed or would have done so but for the frost that held it prisoner and nothing grew but moss and furze and coarse rank grass
595,down in the west the setting sun had left a streak of fiery red which glared upon the desolation for an instant like a sullen eye and frowning lower lower lower yet was lost in the thick gloom of darkest night
596,what place is this asked scrooge a place where miners live who labour in the bowels of the earth returned the spirit but they know me
597,see a light shone from the window of a hut and swiftly they advanced towards it
598,passing through the wall of mud and stone they found a cheerful company assembled round a glowing fire
599,an old old man and woman with their children and their childrens children and another generation beyond that all decked out gaily in their holiday attire
600,the old man in a voice that seldom rose above the howling of the wind upon the barren waste was singing them a christmas songit had been a very old song when he was a boyand from time to time they all joined in the chorus
601,so surely as they raised their voices the old man got quite blithe and loud and so surely as they stopped his vigour sank again
602,the spirit did not tarry here but bade scrooge hold his robe and passing on above the moor spedwhither not to sea to sea
603,to scrooges horror looking back he saw the last of the land a frightful range of rocks behind them and his ears were deafened by the thundering of water as it rolled and roared and raged among the dreadful caverns it had worn and fiercely tried to undermine the earth
604,built upon a dismal reef of sunken rocks some league or so from shore on which the waters chafed and dashed the wild year through there stood a solitary lighthouse
605,great heaps of seaweed clung to its base and stormbirds born of the wind one might suppose as seaweed of the waterrose and fell about it like the waves they skimmed
606,but even here two men who watched the light had made a fire that through the loophole in the thick stone wall shed out a ray of brightness on the awful sea
607,joining their horny hands over the rough table at which they sat they wished each other merry christmas in their can of grog and one of them the elder too with his face all damaged and scarred with hard weather as the figurehead of an old ship might be struck up a sturdy song that was like a gale in itself
608,again the ghost sped on above the black and heaving sea on onuntil being far away as he told scrooge from any shore they lighted on a ship
609,they stood beside the helmsman at the wheel the lookout in the bow the officers who had the watch dark ghostly figures in their several stations but every man among them hummed a christmas tune or had a christmas thought or spoke below his breath to his companion of some bygone christmas day with homeward hopes belonging to it
610,and every man on board waking or sleeping good or bad had had a kinder word for another on that day than on any day in the year and had shared to some extent in its festivities and had remembered those he cared for at a distance and had known that they delighted to remember him
611,it was a great surprise to scrooge while listening to the moaning of the wind and thinking what a solemn thing it was to move on through the lonely darkness over an unknown abyss whose depths were secrets as profound as death it was a great surprise to scrooge while thus engaged to hear a hearty laugh
612,it was a much greater surprise to scrooge to recognise it as his own nephews and to find himself in a bright dry gleaming room with the spirit standing smiling by his side and looking at that same nephew with approving affability ha ha laughed scrooges nephew
613,ha ha ha if you should happen by any unlikely chance to know a man more blest in a laugh than scrooges nephew all i can say is i should like to know him too
614,introduce him to me and ill cultivate his acquaintance
615,it is a fair evenhanded noble adjustment of things that while there is infection in disease and sorrow there is nothing in the world so irresistibly contagious as laughter and goodhumour
616,when scrooges nephew laughed in this way holding his sides rolling his head and twisting his face into the most extravagant contortions scrooges niece by marriage laughed as heartily as he
617,and their assembled friends being not a bit behindhand roared out lustily
618,ha ha ha ha ha ha he said that christmas was a humbug as i live cried scrooges nephew
619,he believed it too more shame for him fred said scrooges niece indignantly
620,bless those women they never do anything by halves
621,they are always in earnest
622,she was very pretty exceedingly pretty
623,with a dimpled surprisedlooking capital face a ripe little mouth that seemed made to be kissedas no doubt it was all kinds of good little dots about her chin that melted into one another when she laughed and the sunniest pair of eyes you ever saw in any little creatures head
624,altogether she was what you would have called provoking you know but satisfactory too
625,oh perfectly satisfactory
626,hes a comical old fellow said scrooges nephew thats the truth and not so pleasant as he might be
627,however his offences carry their own punishment and i have nothing to say against him im sure he is very rich fred hinted scrooges niece
628,at least you always tell me so what of that my dear said scrooges nephew
629,his wealth is of no use to him
630,he dont do any good with it
631,he dont make himself comfortable with it
632,he hasnt the satisfaction of thinkingha ha hathat he is ever going to benefit us with it i have no patience with him observed scrooges niece
633,scrooges nieces sisters and all the other ladies expressed the same opinion
634,oh i have said scrooges nephew
635,i am sorry for him i couldnt be angry with him if i tried
636,who suffers by his ill whims himself always
637,here he takes it into his head to dislike us and he wont come and dine with us
638,whats the consequence he dont lose much of a dinner indeed i think he loses a very good dinner interrupted scrooges niece
639,everybody else said the same and they must be allowed to have been competent judges because they had just had dinner and with the dessert upon the table were clustered round the fire by lamplight
640,well im very glad to hear it said scrooges nephew because i havent great faith in these young housekeepers
641,what do you say topper topper had clearly got his eye upon one of scrooges nieces sisters for he answered that a bachelor was a wretched outcast who had no right to express an opinion on the subject
642,whereat scrooges nieces sisterthe plump one with the lace tucker not the one with the rosesblushed
643,do go on fred said scrooges niece clapping her hands
644,he never finishes what he begins to say he is such a ridiculous fellow scrooges nephew revelled in another laugh and as it was impossible to keep the infection off though the plump sister tried hard to do it with aromatic vinegar his example was unanimously followed
645,i was only going to say said scrooges nephew that the consequence of his taking a dislike to us and not making merry with us is as i think that he loses some pleasant moments which could do him no harm
646,i am sure he loses pleasanter companions than he can find in his own thoughts either in his mouldy old office or his dusty chambers
647,i mean to give him the same chance every year whether he likes it or not for i pity him
648,he may rail at christmas till he dies but he cant help thinking better of iti defy himif he finds me going there in good temper year after year and saying uncle scrooge how are you if it only puts him in the vein to leave his poor clerk fifty pounds thats something and i think i shook him yesterday it was their turn to laugh now at the notion of his shaking scrooge but being thoroughly goodnatured and not much caring what they laughed at so that they laughed at any rate he encouraged them in their merriment and passed the bottle joyously
649,after tea they had some music
650,for they were a musical family and knew what they were about when they sung a glee or catch i can assure you especially topper who could growl away in the bass like a good one and never swell the large veins in his forehead or get red in the face over it
651,scrooges niece played well upon the harp and played among other tunes a simple little air (a mere nothing you might learn to whistle it in two minutes) which had been familiar to the child who fetched scrooge from the boardingschool as he had been reminded by the ghost of christmas past when this strain of music sounded all the things that ghost had shown him came upon his mind he softened more and more and thought that if he could have listened to it often years ago he might have cultivated the kindnesses of life for his own happiness with his own hands without resorting to the sextons spade that buried jacob marley but they didnt devote the whole evening to music
652,after a while they played at forfeits for it is good to be children sometimes and never better than at christmas when its mighty founder was a child himself
653,stop there was first a game at blindmans buff
654,of course there was
655,and i no more believe topper was really blind than i believe he had eyes in his boots
656,my opinion is that it was a done thing between him and scrooges nephew and that the ghost of christmas present knew it
657,the way he went after that plump sister in the lace tucker was an outrage on the credulity of human nature
658,knocking down the fireirons tumbling over the chairs bumping against the piano smothering himself among the curtains wherever she went there went he he always knew where the plump sister was
659,he wouldnt catch anybody else
660,if you had fallen up against him (as some of them did) on purpose he would have made a feint of endeavouring to seize you which would have been an affront to your understanding and would instantly have sidled off in the direction of the plump sister
661,she often cried out that it wasnt fair and it really was not
662,but when at last he caught her when in spite of all her silken rustlings and her rapid flutterings past him he got her into a corner whence there was no escape then his conduct was the most execrable
663,for his pretending not to know her his pretending that it was necessary to touch her headdress and further to assure himself of her identity by pressing a certain ring upon her finger and a certain chain about her neck was vile monstrous no doubt she told him her opinion of it when another blindman being in office they were so very confidential together behind the curtains
664,scrooges niece was not one of the blindmans buff party but was made comfortable with a large chair and a footstool in a snug corner where the ghost and scrooge were close behind her
665,but she joined in the forfeits and loved her love to admiration with all the letters of the alphabet
666,likewise at the game of how when and where she was very great and to the secret joy of scrooges nephew beat her sisters hollow though they were sharp girls too as topper could have told you
667,there might have been twenty people there young and old but they all played and so did scrooge for wholly forgetting in the interest he had in what was going on that his voice made no sound in their ears he sometimes came out with his guess quite loud and very often guessed quite right too for the sharpest needle best whitechapel warranted not to cut in the eye was not sharper than scrooge blunt as he took it in his head to be
668,the ghost was greatly pleased to find him in this mood and looked upon him with such favour that he begged like a boy to be allowed to stay until the guests departed
669,but this the spirit said could not be done
670,here is a new game said scrooge one half hour spirit only one it was a game called yes and no where scrooges nephew had to think of something and the rest must find out what he only answering to their questions yes or no as the case was
671,the brisk fire of questioning to which he was exposed elicited from him that he was thinking of an animal a live animal rather a disagreeable animal a savage animal an animal that growled and grunted sometimes and talked sometimes and lived in london and walked about the streets and wasnt made a show of and wasnt led by anybody and didnt live in a menagerie and was never killed in a market and was not a horse or an ass or a cow or a bull or a tiger or a dog or a pig or a cat or a bear
672,at every fresh question that was put to him this nephew burst into a fresh roar of laughter and was so inexpressibly tickled that he was obliged to get up off the sofa and stamp
673,at last the plump sister falling into a similar state cried out i have found it out i know what it is fred i know what it is what is it cried fred its your uncle scroooooge which it certainly was
674,admiration was the universal sentiment though some objected that the reply to is it a bear ought to have been yes inasmuch as an answer in the negative was sufficient to have diverted their thoughts from mr scrooge supposing they had ever had any tendency that way
675,he has given us plenty of merriment i am sure said fred and it would be ungrateful not to drink his health
676,here is a glass of mulled wine ready to our hand at the moment and i say uncle scrooge well uncle scrooge they cried
677,a merry christmas and a happy new year to the old man whatever he is said scrooges nephew
678,he wouldnt take it from me but may he have it nevertheless
679,uncle scrooge uncle scrooge had imperceptibly become so gay and light of heart that he would have pledged the unconscious company in return and thanked them in an inaudible speech if the ghost had given him time
680,but the whole scene passed off in the breath of the last word spoken by his nephew and he and the spirit were again upon their travels
681,much they saw and far they went and many homes they visited but always with a happy end
682,the spirit stood beside sick beds and they were cheerful on foreign lands and they were close at home by struggling men and they were patient in their greater hope by poverty and it was rich
683,in almshouse hospital and jail in miserys every refuge where vain man in his little brief authority had not made fast the door and barred the spirit out he left his blessing and taught scrooge his precepts
684,it was a long night if it were only a night but scrooge had his doubts of this because the christmas holidays appeared to be condensed into the space of time they passed together
685,it was strange too that while scrooge remained unaltered in his outward form the ghost grew older clearly older
686,scrooge had observed this change but never spoke of it until they left a childrens twelfth night party when looking at the spirit as they stood together in an open place he noticed that its hair was grey
687,are spirits lives so short asked scrooge my life upon this globe is very brief replied the ghost it ends tonight tonight cried scrooge tonight at midnight
688,hark the time is drawing near the chimes were ringing the three quarters past eleven at that moment
689,forgive me if i am not justified in what i ask said scrooge looking intently at the spirits robe but i see something strange and not belonging to yourself protruding from your skirts
690,is it a foot or a claw it might be a claw for the flesh there is upon it was the spirits sorrowful reply
691,look here from the foldings of its robe it brought two children wretched abject frightful hideous miserable
692,they knelt down at its feet and clung upon the outside of its garment
693,oh man look here
694,look look down here exclaimed the ghost they were a boy and girl
695,yellow meagre ragged scowling wolfish but prostrate too in their humility
696,where graceful youth should have filled their features out and touched them with its freshest tints a stale and shrivelled hand like that of age had pinched and twisted them and pulled them into shreds
697,where angels might have sat enthroned devils lurked and glared out menacing
698,no change no degradation no perversion of humanity in any grade through all the mysteries of wonderful creation has monsters half so horrible and dread
699,scrooge started back appalled
700,having them shown to him in this way he tried to say they were fine children but the words choked themselves rather than be parties to a lie of such enormous magnitude
701,spirit are they yours scrooge could say no more
702,they are mans said the spirit looking down upon them
703,and they cling to me appealing from their fathers
704,this boy is ignorance this girl is want beware them both and all of their degree but most of all beware this boy for on his brow i see that written which is doom unless the writing be erased
705,deny it cried the spirit stretching out its hand towards the city
706,slander those who tell it ye admit it for your factious purposes and make it worse
707,and bide the end have they no refuge or resource cried scrooge are there no prisons said the spirit turning on him for the last time with his own words
708,are there no workhouses the bell struck twelve
709,scrooge looked about him for the ghost and saw it not
710,as the last stroke ceased to vibrate he remembered the prediction of old jacob marley and lifting up his eyes beheld a solemn phantom draped and hooded coming like a mist along the ground towards him
711,stave iv the last of the spirits the phantom slowly gravely silently approached
712,when it came near him scrooge bent down upon his knee for in the very air through which this spirit moved it seemed to scatter gloom and mystery
713,it was shrouded in a deep black garment which concealed its head its face its form and left nothing of it visible save one outstretched hand
714,but for this it would have been difficult to detach its figure from the night and separate it from the darkness by which it was surrounded
715,he felt that it was tall and stately when it came beside him and that its mysterious presence filled him with a solemn dread
716,he knew no more for the spirit neither spoke nor moved
717,i am in the presence of the ghost of christmas yet to come said scrooge the spirit answered not but pointed onward with its hand
718,you are about to show me shadows of the things that have not happened but will happen in the time before us scrooge pursued
719,is that so spirit the upper portion of the garment was contracted for an instant in its folds as if the spirit had inclined its head
720,that was the only answer he received
721,although well used to ghostly company by this time scrooge feared the silent shape so much that his legs trembled beneath him and he found that he could hardly stand when he prepared to follow it
722,the spirit paused a moment as observing his condition and giving him time to recover
723,but scrooge was all the worse for this
724,it thrilled him with a vague uncertain horror to know that behind the dusky shroud there were ghostly eyes intently fixed upon him while he though he stretched his own to the utmost could see nothing but a spectral hand and one great heap of black
725,ghost of the future he exclaimed i fear you more than any spectre i have seen
726,but as i know your purpose is to do me good and as i hope to live to be another man from what i was i am prepared to bear you company and do it with a thankful heart
727,will you not speak to me it gave him no reply
728,the hand was pointed straight before them
729,lead on said scrooge lead on the night is waning fast and it is precious time to me i know
730,lead on spirit the phantom moved away as it had come towards him
731,scrooge followed in the shadow of its dress which bore him up he thought and carried him along
732,they scarcely seemed to enter the city for the city rather seemed to spring up about them and encompass them of its own act
733,but there they were in the heart of it on change amongst the merchants who hurried up and down and chinked the money in their pockets and conversed in groups and looked at their watches and trifled thoughtfully with their great gold seals and so forth as scrooge had seen them often
734,the spirit stopped beside one little knot of business men
735,observing that the hand was pointed to them scrooge advanced to listen to their talk
736,no said a great fat man with a monstrous chin i dont know much about it either way
737,i only know hes dead when did he die inquired another
738,last night i believe why what was the matter with him asked a third taking a vast quantity of snuff out of a very large snuffbox
739,i thought hed never die god knows said the first with a yawn
740,what has he done with his money asked a redfaced gentleman with a pendulous excrescence on the end of his nose that shook like the gills of a turkeycock
741,i havent heard said the man with the large chin yawning again
742,left it to his company perhaps
743,he hasnt left it to me
744,thats all i know this pleasantry was received with a general laugh
745,its likely to be a very cheap funeral said the same speaker for upon my life i dont know of anybody to go to it
746,suppose we make up a party and volunteer i dont mind going if a lunch is provided observed the gentleman with the excrescence on his nose
747,but i must be fed if i make one another laugh
748,well i am the most disinterested among you after all said the first speaker for i never wear black gloves and i never eat lunch
749,but ill offer to go if anybody else will
750,when i come to think of it im not at all sure that i wasnt his most particular friend for we used to stop and speak whenever we met
751,bye bye speakers and listeners strolled away and mixed with other groups
752,scrooge knew the men and looked towards the spirit for an explanation
753,the phantom glided on into a street
754,its finger pointed to two persons meeting
755,scrooge listened again thinking that the explanation might lie here
756,he knew these men also perfectly
757,they were men of business very wealthy and of great importance
758,he had made a point always of standing well in their esteem in a business point of view that is strictly in a business point of view
759,how are you said one
760,how are you returned the other
761,well said the first
762,old scratch has got his own at last hey so i am told returned the second
763,cold isnt it seasonable for christmas time
764,youre not a skater i suppose no
765,no something else to think of
766,good morning not another word
767,that was their meeting their conversation and their parting
768,scrooge was at first inclined to be surprised that the spirit should attach importance to conversations apparently so trivial but feeling assured that they must have some hidden purpose he set himself to consider what it was likely to be
769,they could scarcely be supposed to have any bearing on the death of jacob his old partner for that was past and this ghosts province was the future nor could he think of any one immediately connected with himself to whom he could apply them
770,but nothing doubting that to whomsoever they applied they had some latent moral for his own improvement he resolved to treasure up every word he heard and everything he saw and especially to observe the shadow of himself when it appeared
771,for he had an expectation that the conduct of his future self would give him the clue he missed and would render the solution of these riddles easy
772,he looked about in that very place for his own image but another man stood in his accustomed corner and though the clock pointed to his usual time of day for being there he saw no likeness of himself among the multitudes that poured in through the porch it gave him little surprise however for he had been revolving in his mind a change of life and thought and hoped he saw his newborn resolutions carried out in this
773,quiet and dark beside him stood the phantom with its outstretched hand
774,when he roused himself from his thoughtful quest he fancied from the turn of the hand and its situation in reference to himself that the unseen eyes were looking at him keenly
775,it made him shudder and feel very cold
776,they left the busy scene and went into an obscure part of the town where scrooge had never penetrated before although he recognised its situation and its bad repute
777,the ways were foul and narrow the shops and houses wretched the people halfnaked drunken slipshod ugly
778,alleys and archways like so many cesspools disgorged their offences of smell and dirt and life upon the straggling streets and the whole quarter reeked with crime with filth and misery
779,far in this den of infamous resort there was a lowbrowed beetling shop below a penthouse roof where iron old rags bottles bones and greasy offal were bought
780,upon the floor within were piled up heaps of rusty keys nails chains hinges files scales weights and refuse iron of all kinds
781,secrets that few would like to scrutinise were bred and hidden in mountains of unseemly rags masses of corrupted fat and sepulchres of bones
782,sitting in among the wares he dealt in by a charcoal stove made of old bricks was a greyhaired rascal nearly seventy years of age who had screened himself from the cold air without by a frousy curtaining of miscellaneous tatters hung upon a line and smoked his pipe in all the luxury of calm retirement
783,scrooge and the phantom came into the presence of this man just as a woman with a heavy bundle slunk into the shop
784,but she had scarcely entered when another woman similarly laden came in too and she was closely followed by a man in faded black who was no less startled by the sight of them than they had been upon the recognition of each other
785,after a short period of blank astonishment in which the old man with the pipe had joined them they all three burst into a laugh
786,let the charwoman alone to be the first cried she who had entered first
787,let the laundress alone to be the second and let the undertakers man alone to be the third
788,look here old joe heres a chance if we havent all three met here without meaning it you couldnt have met in a better place said old joe removing his pipe from his mouth
789,come into the parlour
790,you were made free of it long ago you know and the other two ant strangers
791,stop till i shut the door of the shop
792,ah how it skreeks there ant such a rusty bit of metal in the place as its own hinges i believe and im sure theres no such old bones here as mine
793,ha ha were all suitable to our calling were well matched
794,come into the parlour
795,come into the parlour the parlour was the space behind the screen of rags
796,the old man raked the fire together with an old stairrod and having trimmed his smoky lamp (for it was night) with the stem of his pipe put it in his mouth again
797,while he did this the woman who had already spoken threw her bundle on the floor and sat down in a flaunting manner on a stool crossing her elbows on her knees and looking with a bold defiance at the other two
798,what odds then what odds mrs dilber said the woman
799,every person has a right to take care of themselves
800,he always did thats true indeed said the laundress
801,no man more so why then dont stand staring as if you was afraid woman whos the wiser were not going to pick holes in each others coats i suppose no indeed said mrs dilber and the man together
802,we should hope not very well then cried the woman
803,thats enough
804,whos the worse for the loss of a few things like these not a dead man i suppose no indeed said mrs dilber laughing
805,if he wanted to keep em after he was dead a wicked old screw pursued the woman why wasnt he natural in his lifetime if he had been hed have had somebody to look after him when he was struck with death instead of lying gasping out his last there alone by himself its the truest word that ever was spoke said mrs dilber its a judgment on him i wish it was a little heavier judgment replied the woman and it should have been you may depend upon it if i could have laid my hands on anything else
806,open that bundle old joe and let me know the value of it
807,speak out plain
808,im not afraid to be the first nor afraid for them to see it
809,we know pretty well that we were helping ourselves before we met here i believe
810,its no sin
811,open the bundle joe but the gallantry of her friends would not allow of this and the man in faded black mounting the breach first produced his plunder
812,it was not extensive
813,a seal or two a pencilcase a pair of sleevebuttons and a brooch of no great value were all
814,they were severally examined and appraised by old joe who chalked the sums he was disposed to give for each upon the wall and added them up into a total when he found there was nothing more to come
815,thats your account said joe and i wouldnt give another sixpence if i was to be boiled for not doing it
816,whos next mrs dilber was next
817,sheets and towels a little wearing apparel two oldfashioned silver teaspoons a pair of sugartongs and a few boots
818,her account was stated on the wall in the same manner
819,i always give too much to ladies
820,its a weakness of mine and thats the way i ruin myself said old joe thats your account
821,if you asked me for another penny and made it an open question id repent of being so liberal and knock off halfacrown and now undo my bundle joe said the first woman
822,joe went down on his knees for the greater convenience of opening it and having unfastened a great many knots dragged out a large and heavy roll of some dark stuff
823,what do you call this said joe bedcurtains ah returned the woman laughing and leaning forward on her crossed arms
824,bedcurtains you dont mean to say you took em down rings and all with him lying there said joe yes i do replied the woman
825,why not you were born to make your fortune said joe and youll certainly do it i certainly shant hold my hand when i can get anything in it by reaching it out for the sake of such a man as he was i promise you joe returned the woman coolly
826,dont drop that oil upon the blankets now his blankets asked joe whose elses do you think replied the woman
827,he isnt likely to take cold without em i dare say i hope he didnt die of anything catching eh said old joe stopping in his work and looking up
828,dont you be afraid of that returned the woman
829,i ant so fond of his company that id loiter about him for such things if he did
830,ah you may look through that shirt till your eyes ache but you wont find a hole in it nor a threadbare place
831,its the best he had and a fine one too
832,theyd have wasted it if it hadnt been for me what do you call wasting of it asked old joe putting it on him to be buried in to be sure replied the woman with a laugh
833,somebody was fool enough to do it but i took it off again
834,if calico ant good enough for such a purpose it isnt good enough for anything
835,its quite as becoming to the body
836,he cant look uglier than he did in that one scrooge listened to this dialogue in horror
837,as they sat grouped about their spoil in the scanty light afforded by the old mans lamp he viewed them with a detestation and disgust which could hardly have been greater though they had been obscene demons marketing the corpse itself
838,ha ha laughed the same woman when old joe producing a flannel bag with money in it told out their several gains upon the ground
839,this is the end of it you see he frightened every one away from him when he was alive to profit us when he was dead ha ha ha spirit said scrooge shuddering from head to foot
840,i see i see
841,the case of this unhappy man might be my own
842,my life tends that way now
843,merciful heaven what is this he recoiled in terror for the scene had changed and now he almost touched a bed a bare uncurtained bed on which beneath a ragged sheet there lay a something covered up which though it was dumb announced itself in awful language
844,the room was very dark too dark to be observed with any accuracy though scrooge glanced round it in obedience to a secret impulse anxious to know what kind of room it was
845,a pale light rising in the outer air fell straight upon the bed and on it plundered and bereft unwatched unwept uncared for was the body of this man
846,scrooge glanced towards the phantom its steady hand was pointed to the head
847,the cover was so carelessly adjusted that the slightest raising of it the motion of a finger upon scrooges part would have disclosed the face
848,he thought of it felt how easy it would be to do and longed to do it but had no more power to withdraw the veil than to dismiss the spectre at his side
849,oh cold cold rigid dreadful death set up thine altar here and dress it with such terrors as thou hast at thy command for this is thy dominion but of the loved revered and honoured head thou canst not turn one hair to thy dread purposes or make one feature odious
850,it is not that the hand is heavy and will fall down when released it is not that the heart and pulse are still but that the hand was open generous and true the heart brave warm and tender and the pulse a mans
851,strike shadow strike and see his good deeds springing from the wound to sow the world with life immortal no voice pronounced these words in scrooges ears and yet he heard them when he looked upon the bed
852,he thought if this man could be raised up now what would be his foremost thoughts avarice harddealing griping cares they have brought him to a rich end truly he lay in the dark empty house with not a man a woman or a child to say that he was kind to me in this or that and for the memory of one kind word i will be kind to him
853,a cat was tearing at the door and there was a sound of gnawing rats beneath the hearthstone
854,what they wanted in the room of death and why they were so restless and disturbed scrooge did not dare to think
855,spirit he said this is a fearful place
856,in leaving it i shall not leave its lesson trust me
857,let us go still the ghost pointed with an unmoved finger to the head
858,i understand you scrooge returned and i would do it if i could
859,but i have not the power spirit i have not the power again it seemed to look upon him
860,if there is any person in the town who feels emotion caused by this mans death said scrooge quite agonised show that person to me spirit i beseech you the phantom spread its dark robe before him for a moment like a wing and withdrawing it revealed a room by daylight where a mother and her children were
861,she was expecting some one and with anxious eagerness for she walked up and down the room started at every sound looked out from the window glanced at the clock tried but in vain to work with her needle and could hardly bear the voices of the children in their play
862,at length the longexpected knock was heard
863,she hurried to the door and met her husband a man whose face was careworn and depressed though he was young
864,there was a remarkable expression in it now a kind of serious delight of which he felt ashamed and which he struggled to repress
865,he sat down to the dinner that had been hoarding for him by the fire and when she asked him faintly what news (which was not until after a long silence) he appeared embarrassed how to answer
866,is it good she said or badto help him
867,bad he answered
868,we are quite ruined no
869,there is hope yet caroline if he relents she said amazed there is nothing is past hope if such a miracle has happened he is past relenting said her husband
870,he is dead she was a mild and patient creature if her face spoke truth but she was thankful in her soul to hear it and she said so with clasped hands
871,she prayed forgiveness the next moment and was sorry but the first was the emotion of her heart
872,what the halfdrunken woman whom i told you of last night said to me when i tried to see him and obtain a weeks delay and what i thought was a mere excuse to avoid me turns out to have been quite true
873,he was not only very ill but dying then to whom will our debt be transferred i dont know
874,but before that time we shall be ready with the money and even though we were not it would be a bad fortune indeed to find so merciless a creditor in his successor
875,we may sleep tonight with light hearts caroline yes soften it as they would their hearts were lighter
876,the childrens faces hushed and clustered round to hear what they so little understood were brighter and it was a happier house for this mans death the only emotion that the ghost could show him caused by the event was one of pleasure
